Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Adama Traoré,es ESP,"FW,MF",27.0,4.2,139.0,137.0,2.0,0.0,0.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,97.0,0.0,7.0,Matches,2023-2024,Fulham,2.0,0.0,0.0,5.0,4.0,0.0,26.0,1.0,3.0,0.0,0.0,0.0,13.0,9.0,6.0,60.0,2023-2024,Fulham,17.0,377.0,22.0,11.0,4.2,1.0,78.0,0.0,16.0,19.0,2.0,1.06,11.0,13.0,-2.0,-0.48,-0.36,6.8,11.9,-5.1,-1.21,-1.0,2023-2024,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,5.0,2.0,0.0,0.0,1.5,1.5,0.7,2.2,29.0,16.0,48.0,0.48,0.72,1.19,0.48,1.19,0.36,0.17,0.53,0.36,0.53,2023-2024,Fulham,194.0,4.0,28.0,51.0,118.0,24.0,194.0,17.0,9.0,52.9,6.0,35.3,134.0,1227.0,676.0,29.0,13.0,13.0,13.0,9.0,154.0,48.0,2023-2024,Fulham,,,,,,,,,,,,,,,,,,,14.0,3.34,12.0,0.0,1.0,1.0,0.0,0.0,5.0,1.19,4.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,11.0,7.0,63.6,2.63,1.67,0.18,0.29,16.0,0.0,0.0,0.0,0.14,0.5,0.5,2023-2024,Fulham,97.0,139.0,69.8,1487.0,457.0,52.0,62.0,83.9,38.0,52.0,73.1,5.0,12.0,41.7,3.0,0.7,0.9,2.3,7.0,3.0,9.0,4.0,16.0,2023-2024,Fulham
Ademola Ola-Adebomi,eng ENG,FW,19.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,2023-2024,Crystal-Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Crystal-Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrián,es ESP,GK,36.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,15.0,,,,,,,,,,,,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Francis,eng ENG,DF,19.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Sambi Lokonga,be BEL,MF,23.0,14.5,766.0,694.0,67.0,28.0,5.0,11.0,13.0,8.0,2.0,1.0,1.0,0.0,669.0,5.0,3.0,Matches,2023-2024,Luton-Town,4.0,0.0,0.0,18.0,27.0,0.0,13.0,11.0,18.0,0.0,0.0,0.0,64.0,15.0,9.0,62.5,2023-2024,Luton-Town,,1303.0,77.0,38.1,14.5,16.0,80.0,8.0,1.0,19.0,0.0,0.76,22.0,31.0,-9.0,-0.62,0.4,20.2,25.2,-5.0,-0.35,0.95,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,3.0,4.0,1.0,0.0,0.0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,2023-2024,Luton-Town,899.0,54.0,223.0,513.0,170.0,11.0,899.0,22.0,11.0,50.0,7.0,31.8,529.0,3027.0,1707.0,29.0,19.0,2.0,12.0,11.0,597.0,13.0,2023-2024,Luton-Town,17.0,,,,,,,,,,,,,,,,,,27.0,1.86,22.0,0.0,0.0,1.0,3.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,14.0,12.0,3.0,17.0,24.0,70.8,7.0,23.0,13.0,10.0,11.0,40.0,14.0,0.0,1.0,8.0,2.0,25.0,0.55,0.14,0.13,0.5,20.9,0.0,0.0,0.0,0.08,0.4,0.4,2023-2024,Luton-Town,669.0,766.0,87.3,11099.0,3318.0,319.0,348.0,91.7,253.0,285.0,88.8,55.0,76.0,72.4,3.0,1.4,0.8,1.6,9.0,68.0,6.0,1.0,72.0,2023-2024,Luton-Town
Alejandro Garnacho,ar ARG,FW,19.0,28.5,901.0,885.0,13.0,3.0,2.0,4.0,58.0,6.0,4.0,2.0,0.0,0.0,675.0,3.0,50.0,Matches,2023-2024,Manchester-United,4.0,0.0,0.0,20.0,54.0,15.0,58.0,18.0,15.0,2.0,0.0,0.0,106.0,6.0,25.0,19.4,2023-2024,Manchester-United,,2565.0,71.0,75.0,28.5,30.0,82.0,12.0,6.0,19.0,2.0,1.5,44.0,39.0,5.0,0.18,0.81,42.0,50.8,-8.8,-0.31,0.07,2023-2024,Manchester-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,7.0,4.0,11.0,7.0,0.0,0.0,8.4,8.3,5.1,13.4,178.0,62.0,281.0,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47,2023-2024,Manchester-United,1312.0,13.0,180.0,403.0,741.0,248.0,1312.0,131.0,48.0,36.6,63.0,48.1,938.0,8015.0,4211.0,178.0,83.0,102.0,69.0,49.0,1006.0,281.0,2023-2024,Manchester-United,36.0,,,,,,,,,,,,,,,,,,119.0,4.17,80.0,0.0,13.0,13.0,12.0,1.0,15.0,0.53,10.0,0.0,1.0,1.0,2.0,1.0,22.0,15.0,7.0,6.0,9.0,12.0,45.0,26.7,33.0,26.0,2.0,24.0,18.0,40.0,18.0,0.0,7.0,100.0,27.0,27.0,3.51,0.95,0.07,0.26,15.8,0.0,0.0,0.0,0.08,-1.4,-1.3,2023-2024,Manchester-United,675.0,901.0,74.9,9269.0,1365.0,422.0,506.0,83.4,189.0,233.0,81.1,34.0,63.0,54.0,4.0,5.1,2.9,-1.1,46.0,26.0,22.0,4.0,62.0,2023-2024,Manchester-United
Alejo Véliz,ar ARG,FW,19.0,0.6,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches,2023-2024,Tottenham-Hotspur,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3,2023-2024,Tottenham-Hotspur,8.0,50.0,6.0,1.5,0.6,0.0,,0.0,8.0,6.0,5.0,1.88,3.0,2.0,1.0,1.8,1.48,2.1,1.8,0.2,0.45,0.33,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,1.8,0.0,1.8,1.8,1.8,0.45,0.0,0.45,0.45,0.45,2023-2024,Tottenham-Hotspur,18.0,0.0,1.0,6.0,11.0,4.0,18.0,2.0,1.0,50.0,1.0,50.0,8.0,19.0,9.0,0.0,0.0,0.0,2.0,2.0,10.0,3.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,1.0,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,50.0,3.6,1.8,0.5,1.0,8.9,0.0,0.0,0.0,0.12,0.8,0.8,2023-2024,Tottenham-Hotspur,5.0,10.0,50.0,91.0,5.0,2.0,4.0,50.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-2024,Tottenham-Hotspur
Aleksandar Mitrović,rs SRB,FW,28.0,0.4,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches,2023-2024,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7,2023-2024,Fulham,1.0,33.0,33.0,1.0,0.4,0.0,,0.0,1.0,33.0,0.0,3.0,1.0,0.0,1.0,2.73,2.91,1.2,0.6,0.7,1.79,2.13,2023-2024,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,2023-2024,Fulham,12.0,0.0,1.0,6.0,6.0,4.0,12.0,3.0,3.0,100.0,0.0,0.0,5.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023-2024,Fulham,,,,,,,,,,,,,,,,,,,2.0,5.45,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,5.45,2.73,0.0,0.0,11.0,0.0,0.0,0.0,0.08,-0.2,-0.2,2023-2024,Fulham,4.0,8.0,50.0,78.0,24.0,1.0,3.0,33.3,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2023-2024,Fulham
Alex Iwobi,ng NGA,MF,27.0,1.6,42.0,34.0,7.0,0.0,0.0,0.0,10.0,1.0,6.0,4.0,2.0,0.0,27.0,1.0,2.0,Matches,2023-2024,Everton,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,2023-2024,Everton,2.0,140.0,70.0,4.1,1.6,2.0,70.0,1.0,0.0,34.0,0.0,0.0,0.0,3.0,-3.0,-1.93,-1.71,2.9,3.3,-0.3,-0.21,-0.18,2023-2024,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,2023-2024,Everton,58.0,0.0,5.0,17.0,38.0,3.0,58.0,4.0,3.0,75.0,1.0,25.0,33.0,316.0,221.0,6.0,5.0,2.0,3.0,1.0,34.0,8.0,2023-2024,Everton,,,,,,,,,,,,,,,,,,,12.0,7.77,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,50.0,2.57,1.29,0.0,0.0,16.2,0.0,0.0,0.0,0.08,-0.3,-0.3,2023-2024,Everton,27.0,42.0,64.3,545.0,179.0,13.0,14.0,92.9,7.0,10.0,70.0,7.0,15.0,46.7,0.0,0.2,0.4,-0.2,4.0,1.0,3.0,1.0,4.0,2023-2024,Everton
Alex Matos,eng ENG,MF,18.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.0,0.0,0.0,40.0,29.0,0.0,4.0,27.0,26.0,0.0,1.0,0.0,66.0,13.0,24.0,35.1,2023-2024,Brentford,19.0,1.0,67.0,30.9,0.0,15.0,74.0,3.0,4.0,42.0,1.0,1.0,14.0,16.0,-2.0,-0.14,0.71,16.1,14.1,2.0,0.14,0.66,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Chelsea,561.0,35.0,138.0,311.0,125.0,17.0,561.0,17.0,8.0,47.1,7.0,41.2,231.0,1284.0,427.0,12.0,8.0,7.0,27.0,11.0,232.0,12.0,2023-2024,Brentford,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,19.0,17.0,7.0,24.0,51.0,47.1,27.0,25.0,5.0,20.0,27.0,70.0,19.0,1.0,0.0,0.0,0.0,18.2,0.0,0.0,0.09,0.5,23.0,0.0,0.0,0.0,0.03,0.0,0.0,2023-2024,Chelsea,0.0,0.0,77.1,0.0,0.0,0.0,0.0,82.4,0.0,0.0,85.7,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Chelsea
Alex Murphy,ie IRL,"DF,FW",19.0,0.1,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,Matches,2023-2024,Newcastle-United,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,2023-2024,Newcastle-United,,13.0,7.0,0.4,0.1,0.0,,0.0,2.0,7.0,17.0,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.1,-0.1,-0.54,-0.93,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Newcastle-United,21.0,0.0,4.0,15.0,2.0,0.0,21.0,0.0,0.0,,0.0,,16.0,72.0,37.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,2023-2024,Newcastle-United,2.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Newcastle-United,17.0,17.0,100.0,275.0,81.0,10.0,10.0,100.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2023-2024,Newcastle-United
Alex Scott,eng ENG,MF,19.0,11.3,474.0,429.0,43.0,10.0,2.0,4.0,36.0,4.0,26.0,22.0,1.0,0.0,361.0,2.0,10.0,Matches,2023-2024,Bournemouth,3.0,0.0,0.0,20.0,25.0,1.0,36.0,12.0,15.0,0.0,0.0,0.0,63.0,14.0,22.0,38.9,2023-2024,Bournemouth,23.0,1014.0,44.0,29.6,11.3,11.0,66.0,2.0,12.0,24.0,2.0,1.22,17.0,25.0,-8.0,-0.71,-0.52,17.3,17.0,0.3,0.02,0.11,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,2.0,1.0,0.0,0.0,0.7,0.7,1.7,2.4,24.0,50.0,35.0,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,2023-2024,Bournemouth,612.0,33.0,120.0,295.0,217.0,29.0,612.0,37.0,13.0,35.1,20.0,54.1,330.0,2166.0,1129.0,24.0,21.0,10.0,17.0,11.0,361.0,35.0,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,44.0,3.91,32.0,5.0,2.0,2.0,2.0,1.0,3.0,0.27,2.0,0.0,1.0,0.0,0.0,0.0,24.0,15.0,8.0,10.0,6.0,12.0,28.0,42.9,16.0,14.0,4.0,10.0,12.0,36.0,18.0,2.0,1.0,15.0,3.0,20.0,1.33,0.27,0.07,0.33,22.8,2.0,0.0,0.0,0.05,0.3,0.3,2023-2024,Bournemouth,361.0,474.0,76.2,5733.0,1583.0,186.0,227.0,81.9,138.0,161.0,85.7,25.0,60.0,41.7,1.0,1.7,1.1,-0.7,22.0,22.0,15.0,2.0,50.0,2023-2024,Bournemouth
Alexander Isak,se SWE,FW,23.0,25.1,493.0,428.0,62.0,0.0,5.0,2.0,10.0,6.0,1.0,0.0,0.0,0.0,385.0,3.0,21.0,Matches,2023-2024,Newcastle-United,1.0,0.0,0.0,14.0,15.0,17.0,10.0,6.0,0.0,1.0,0.0,0.0,38.0,10.0,39.0,20.4,2023-2024,Newcastle-United,,2255.0,75.0,65.9,25.1,27.0,80.0,13.0,3.0,32.0,1.0,1.5,51.0,41.0,10.0,0.4,-0.61,51.2,43.1,8.1,0.32,-0.19,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,21.0,2.0,23.0,16.0,5.0,6.0,20.3,15.6,3.7,19.3,68.0,71.0,129.0,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77,2023-2024,Newcastle-United,725.0,19.0,46.0,299.0,387.0,139.0,720.0,74.0,42.0,56.8,28.0,37.8,421.0,3052.0,1613.0,68.0,31.0,38.0,49.0,23.0,511.0,129.0,2023-2024,Newcastle-United,30.0,,,,,,,,,,,,,,,,,,72.0,2.87,45.0,0.0,12.0,11.0,4.0,0.0,10.0,0.4,4.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,8.0,25.0,6.0,16.0,1.0,15.0,6.0,11.0,13.0,0.0,21.0,72.0,36.0,50.0,2.87,1.44,0.22,0.44,14.5,1.0,5.0,6.0,0.22,0.7,0.4,2023-2024,Newcastle-United,385.0,493.0,78.1,5446.0,1167.0,237.0,280.0,84.6,117.0,142.0,82.4,15.0,22.0,68.2,2.0,3.7,2.8,-1.7,27.0,28.0,21.0,0.0,71.0,2023-2024,Newcastle-United
Alexis Mac Allister,ar ARG,MF,24.0,28.9,1967.0,1900.0,61.0,38.0,14.0,11.0,32.0,2.0,11.0,2.0,9.0,0.0,1704.0,6.0,32.0,Matches,2023-2024,Liverpool,7.0,1.0,0.0,53.0,47.0,0.0,32.0,35.0,55.0,0.0,0.0,0.0,195.0,31.0,28.0,52.5,2023-2024,Liverpool,33.0,2599.0,79.0,76.0,28.9,31.0,83.0,17.0,2.0,17.0,0.0,2.15,62.0,34.0,28.0,0.97,-0.89,66.1,34.9,31.2,1.08,-0.11,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,5.0,5.0,10.0,4.0,1.0,1.0,3.7,2.9,3.6,6.4,44.0,209.0,48.0,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22,2023-2024,Liverpool,2313.0,73.0,392.0,1382.0,560.0,32.0,2312.0,34.0,18.0,52.9,12.0,35.3,1346.0,5738.0,3006.0,44.0,45.0,4.0,30.0,35.0,1626.0,48.0,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,108.0,3.74,92.0,5.0,3.0,1.0,5.0,2.0,12.0,0.42,10.0,1.0,1.0,0.0,0.0,0.0,99.0,55.0,35.0,50.0,14.0,59.0,125.0,47.2,66.0,65.0,8.0,57.0,35.0,134.0,25.0,1.0,5.0,43.0,8.0,18.6,1.49,0.28,0.09,0.5,23.3,2.0,1.0,1.0,0.07,1.3,1.1,2023-2024,Liverpool,1704.0,1967.0,86.6,26565.0,7659.0,884.0,970.0,91.1,656.0,722.0,90.9,100.0,161.0,62.1,5.0,3.6,4.9,1.4,47.0,162.0,41.0,2.0,209.0,2023-2024,Liverpool
Alfie Dorrington,eng ENG,DF,18.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfie Doughty,eng ENG,DF,23.0,32.5,1686.0,1190.0,489.0,89.0,0.0,9.0,340.0,249.0,151.0,66.0,80.0,5.0,1121.0,7.0,60.0,Matches,2023-2024,Luton-Town,5.0,0.0,0.0,31.0,9.0,13.0,340.0,31.0,40.0,0.0,0.0,0.0,185.0,23.0,12.0,65.7,2023-2024,Luton-Town,,2925.0,79.0,85.5,32.5,34.0,84.0,18.0,3.0,22.0,0.0,0.7,46.0,74.0,-28.0,-0.86,0.05,38.1,66.1,-28.1,-0.86,0.5,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,2.0,8.0,10.0,2.0,0.0,0.0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,2023-2024,Luton-Town,1998.0,102.0,541.0,665.0,818.0,76.0,1998.0,67.0,33.0,49.3,24.0,35.8,897.0,5522.0,2794.0,94.0,52.0,28.0,51.0,13.0,968.0,164.0,2023-2024,Luton-Town,37.0,,,,,,,,,,,,,,,,,,115.0,3.54,57.0,47.0,4.0,6.0,1.0,0.0,16.0,0.49,8.0,5.0,1.0,2.0,0.0,0.0,63.0,40.0,29.0,18.0,16.0,37.0,82.0,45.1,45.0,51.0,9.0,42.0,31.0,94.0,43.0,4.0,2.0,26.0,8.0,30.8,0.8,0.25,0.08,0.25,16.3,2.0,0.0,0.0,0.05,0.7,0.7,2023-2024,Luton-Town,1121.0,1686.0,66.5,20956.0,8325.0,496.0,571.0,86.9,431.0,571.0,75.5,166.0,426.0,39.0,8.0,6.3,5.4,1.7,70.0,71.0,43.0,24.0,106.0,2023-2024,Luton-Town
